lat,lon
40.756717,-73.989877
40.763875,-73.982557
40.785752,-73.954757
40.751142,-73.994037
40.78109,-73.981178
40.74318,-73.988462
40.759167,-73.97301
40.779847,-73.95433
40.762402,-73.997015
40.758842,-73.959568
40.787917,-73.975265
40.7893,-73.974985
40.760507,-74.002665
40.75401,-73.977662
40.744287,-73.999127
40.730725,-73.980853
40.77221,-73.962382
40.74041,-73.986235
40.773212,-73.96442
40.746532,-74.004937
40.74594,-73.978225
40.767987,-73.955765
40.769967,-73.954455
40.804542,-73.937702
40.756105,-73.990285
40.74082,-74.005262
40.764462,-73.980865
40.761052,-73.971337
40.755272,-73.975622
40.754495,-73.976762
40.75777,-73.971915
40.75496,-73.984017
40.717697,-74.013828
40.759375,-73.988197
40.758745,-73.99246
40.766167,-73.971632
40.765082,-73.96103
40.767367,-73.95495
40.767337,-73.989877
40.775482,-73.959602
40.735472,-73.979603
40.739222,-73.98695
40.774032,-73.97756
40.743517,-73.972825
40.755732,-73.973122
40.775162,-73.963052
40.790577,-73.965442
40.74546,-73.9907
40.756637,-73.983145
40.728697,-73.991067
40.761572,-73.97117
40.732332,-73.99408
40.723377,-73.998007
40.744332,-73.979188
40.781707,-73.949117
40.737027,-73.99705
40.783645,-73.9704
40.73547,-73.989942
40.755985,-73.982432
40.755967,-73.97474
40.712912,-74.004383
40.827352,-73.949742
40.761922,-73.972542
40.747035,-73.97911
40.7775,-73.95689
40.75094,-73.998068
40.778657,-73.95603
40.74355,-73.99224
40.736892,-73.993535
40.715767,-74.011775
40.773667,-73.98518
40.754857,-73.995492
40.711842,-74.00683
40.752357,-73.993202
40.739785,-73.989215
40.809675,-73.958913
40.737252,-73.996952
40.721735,-73.984222
40.739887,-73.986152
40.763852,-73.973275
40.756312,-73.99443
40.751265,-73.994057
40.744792,-73.994535
40.735762,-73.98566
40.773425,-73.981757
40.754467,-73.971817
40.759332,-73.989557
40.75579,-73.991425
40.76763,-73.96467
40.753577,-73.977155
40.76738,-73.964812
40.715677,-74.001697
40.78162,-73.975727
40.803222,-73.967617
40.759042,-73.992175
40.747097,-73.97417
40.75612,-73.991332
40.747677,-73.985532
40.765397,-73.967903
40.752977,-73.988948
40.76259,-73.98412
40.713735,-73.992493
40.763427,-73.981842
0.0,0.0
40.744672,-73.99533
40.73984,-73.982355
40.749442,-73.983343
40.76251,-73.974217
40.721167,-73.982635
40.768932,-73.961318
40.783245,-73.953023
40.775077,-73.959065
40.781797,-73.956062
40.715647,-74.007502
40.750725,-73.97722
40.742742,-73.988578
40.714612,-74.009882
40.742882,-73.986487
40.750372,-73.991445
40.76057,-73.978023
40.704665,-74.008535
40.790212,-73.97686
40.784045,-73.980697
40.764412,-73.988378
40.74451,-73.999052
40.775462,-73.956543
40.708037,-74.00897
40.771307,-73.956573
40.742007,-73.974852
40.769922,-73.980507
40.765557,-73.954937
40.716148,-74.012817
40.731687,-73.988282
40.764127,-73.979057
40.74581,-73.99427
40.77645,-73.98314
40.740965,-73.985747
40.707205,-74.01728
40.736815,-73.988768
40.736127,-73.997875
40.75039,-73.991082
40.75013,-73.975378
40.756247,-73.99088
40.781902,-73.953825
40.754802,-73.980565
40.72511,-73.981297
40.733265,-74.004667
40.75386,-73.97453
40.739152,-73.981195
40.766762,-73.983573
40.776592,-73.952812
40.741447,-73.981103
40.791962,-73.973882
40.786235,-73.971398
40.67753,-74.000467
40.751562,-73.993915
40.737927,-74.000233
40.744987,-73.976795
40.774657,-73.984528
40.724132,-73.997347
40.791,-73.97097
40.737017,-73.99386
40.74369,-73.987852
40.782142,-73.979105
40.763202,-73.97387
40.752342,-73.970335
40.76568,-73.968885
40.752157,-73.976997
40.778315,-73.985727
40.717745,-74.014262
40.747205,-74.000767
40.758727,-73.987107
40.75916,-73.975463
40.77111,-73.983532
40.779532,-73.981672
40.777342,-73.959305
40.77993,-73.980597
40.733017,-73.974735
40.743022,-73.98867
40.736872,-73.99353
40.7057,-74.007417
40.750692,-73.972055
40.743517,-73.992438
40.722637,-74.005277
40.76226,-73.972802
40.750607,-73.990722
40.771822,-73.98231
40.778817,-73.958172
40.743482,-73.973667
40.752355,-73.99054
40.744325,-73.97614
40.784997,-73.95387
40.77729,-73.983227
40.690002,-73.98988
40.801263,-73.961432
40.752835,-73.967107
40.77085,-73.9508
40.765967,-73.994647
40.743045,-73.97959
40.714527,-73.98183
40.775112,-73.951142
40.781177,-73.954317
40.726932,-74.000155
40.759802,-73.971922
40.778992,-73.978052
40.774867,-73.953942
40.76302,-73.969747
40.776792,-73.957523
40.751477,-73.97821
40.767352,-73.912272
40.752187,-73.977602
40.757165,-73.97388
40.767147,-73.98227
40.72046,-73.978442
40.744462,-73.985367
40.744252,-73.979098
40.730817,-74.006763
40.738472,-73.980253
40.70617,-74.016327
40.744007,-73.979355
40.74032,-73.99442
40.755942,-73.991407
40.792417,-73.975168
40.774222,-73.981055
40.739832,-74.002337
40.765065,-73.953835
40.77254,-73.961185
40.725662,-74.005455
40.738947,-74.008058
40.741712,-74.004457
40.741552,-73.974472
40.802872,-73.967392
40.773797,-73.95188
40.768157,-73.98228
40.788795,-73.97757
40.751337,-73.975627
40.756602,-73.964333
40.733397,-73.991227
40.725932,-74.00754
40.716875,-74.01366
40.785837,-73.978617
40.781387,-73.954243
40.78961,-73.973707
40.801545,-73.968652
40.782397,-73.982702
40.754742,-73.968855
40.70755,-74.004512
40.785117,-73.969742
40.732977,-73.98139
40.761462,-73.968617
40.734655,-73.990427
40.773035,-73.961247
40.750322,-73.994557
40.753332,-73.970288
40.790285,-73.96584
40.760242,-73.980992
40.728152,-73.992847
40.775712,-73.950717
40.73301,-73.993567
40.783237,-73.954942
40.783847,-73.974155
40.7639,-73.9795
40.778432,-73.960667
40.762692,-73.983217
40.787802,-73.974885
40.723927,-74.003422
40.725805,-73.99707
40.746442,-73.993585
40.772172,-73.946943
40.711242,-73.94553
40.76343,-73.97326
40.731175,-73.973887
40.735965,-73.993355
40.776897,-73.979302
40.780557,-73.957975
40.777702,-73.961182
40.7075,-74.011945
40.7604,-74.00286
40.776677,-73.98863
40.750095,-73.99134
40.64489,-73.78194
40.809405,-73.96284
40.79178,-73.974037
40.762382,-73.978615
40.766502,-73.979345
40.751145,-73.994405
40.76873,-73.86301
40.705492,-74.013867
40.760225,-73.98869
40.769665,-73.863532
0.0,0.0
40.77387,-73.871105
40.762567,-73.979212
40.645427,-73.780247
40.752797,-73.987872
40.748042,-73.987728
40.644962,-73.781202
40.648332,-73.785425
40.74837,-73.97836
40.757785,-73.987263
40.646007,-73.77683
40.648705,-73.783455
40.747397,-73.97448
40.742102,-73.974928
40.725637,-73.897602
40.72235,-73.941095
40.798082,-73.94031
40.763717,-73.972132
0.0,0.0
40.76765,-73.95623
40.758872,-73.996357
40.755002,-73.988153
40.795592,-73.972987
40.693385,-73.983095
40.76268,-73.973385
40.757485,-73.963422
40.769397,-73.951877
40.74787,-73.97805
40.756995,-73.970462
40.766255,-73.983653
40.744655,-73.976065
40.730122,-74.006865
40.737215,-73.97818
40.756102,-73.97898
40.78355,-73.947723
40.716832,-74.003997
40.78811,-73.970962
40.766082,-73.976112
40.756152,-73.98727
40.76421,-73.979145
40.703252,-74.009455
40.78095,-73.961558
40.757942,-73.96844
40.763797,-73.97702
40.768402,-73.957527
40.768727,-73.862572
40.78158,-73.94881
40.770857,-73.865185
40.733287,-73.98742
40.76007,-73.966567
40.774075,-73.873467
40.773097,-73.885307
40.704262,-74.012257
40.758865,-73.98947
40.763227,-73.975285
40.787817,-73.971358
40.774504,-73.963595
40.765447,-73.991241
40.771226,-73.959612
40.800774,-73.946544
40.767497,-73.981845
40.785684,-73.976578
40.736141,-73.996223
40.748263,-73.984571
40.774703,-73.963162
40.73228,-74.007649
40.767194,-73.985113
40.709797,-74.006577
40.745756,-73.972048
40.715629,-74.007371
40.765847,-73.98102
40.769901,-73.961188
40.759068,-73.962373
40.786741,-73.972006
40.767567,-73.982597
40.752288,-73.977747
40.75976,-73.968257
40.770298,-73.962692
40.798839,-73.936543
40.757425,-73.989297
40.780923,-73.98109
40.776338,-73.958091
40.752608,-73.981946
40.747115,-73.997086
40.77007,-73.960473
40.762966,-73.972137
40.75102,-73.994403
40.779276,-73.988195
40.747841,-73.992986
40.742795,-73.996047
40.780164,-73.961629
40.761671,-73.96689
40.755499,-73.983526
40.718712,-74.010563
40.763317,-73.975106
40.756437,-73.990167
40.714389,-74.007942
40.746162,-73.997954
40.753246,-73.989923
40.762639,-73.967828
40.755738,-73.990377
40.771473,-73.963594
40.744977,-73.980933
40.773867,-73.988692
40.768813,-73.984569
40.758143,-73.968819
40.787249,-73.977595
40.783693,-73.947623
40.777937,-73.954678
40.759524,-73.972181
40.753242,-73.976776
40.767606,-73.98093
40.778394,-73.954586
40.771711,-73.965376
40.756584,-73.970612
40.772939,-73.958389
40.785214,-73.949278
40.75249,-73.972434
40.75659,-73.994053
40.760875,-73.979175
40.787045,-73.954327
40.786533,-73.95275
40.754983,-73.984346
40.774342,-73.96358
40.767463,-73.966778
40.771779,-73.98658
40.746133,-73.97852
40.752003,-73.980305
40.78044,-73.955102
40.739254,-73.999293
40.770319,-73.960528
40.726954,-73.985715
40.757913,-73.963537
40.754965,-73.965195
40.762449,-73.978903
40.748004,-73.98479
40.781222,-73.981471
40.800901,-73.969213
40.727098,-73.853454
40.792958,-73.970532
40.738356,-73.977779
40.71927,-73.976119
40.740418,-73.986425
40.749952,-74.005492
40.779552,-73.954044
40.769428,-73.967363
40.761458,-73.999011
40.748542,-73.98869
40.754956,-73.97197
40.772924,-73.964564
40.762505,-73.992209
40.755902,-73.99085
40.747986,-73.973737
40.768975,-73.961296
40.74062,-74.004695
40.767904,-73.96586
40.739294,-73.976781
40.73524,-74.001965
40.740994,-73.99768
40.797877,-73.937109
40.757135,-73.963999
40.752182,-73.977855
40.743853,-73.975736
40.756056,-73.998002
40.761551,-73.974889
40.752011,-73.975374
40.760767,-73.994584
40.744804,-73.992083
40.754114,-73.986313
40.745456,-73.994424
40.749481,-73.988359
40.752659,-73.980111
40.753877,-73.97768
40.744888,-73.991306
40.75003,-73.991822
40.755248,-73.974107
40.751974,-73.976047
40.784738,-73.94966
40.737649,-74.029854
40.74108,-74.004966
40.783778,-73.954568
40.759947,-73.978249
40.737597,-73.981167
40.78532,-73.951365
40.775577,-73.960627
40.782991,-73.977573
40.770936,-73.9645
40.762719,-73.97435
40.783293,-73.955068
40.75332,-73.992938
40.763186,-73.976192
40.75128,-73.994282
40.733175,-73.999976
40.746145,-73.982598
40.746435,-73.972289
40.761808,-74.000617
40.742957,-74.003943
40.801242,-73.96804
40.774462,-73.963687
40.764042,-73.982308
40.764344,-73.966572
40.751788,-73.980146
40.789664,-73.96635
40.75759,-73.969421
40.740241,-73.995819
40.751729,-74.004102
40.788039,-73.966369
40.771596,-73.95072
40.778273,-73.948389
40.754775,-73.984124
40.749923,-73.981597
40.712287,-73.959002
40.750709,-73.994428
40.74209,-73.989159
40.750788,-74.001971
40.721872,-73.985628
40.734014,-73.988686
40.789935,-73.96591
40.771023,-73.966047
40.788792,-73.954089
40.770381,-73.956618
40.750936,-74.005894
40.764694,-73.970576
40.759129,-73.979717
40.775595,-73.987357
40.761217,-73.98217
40.728949,-73.984359
40.740642,-73.993736
40.740869,-74.007503
40.755098,-73.968011
0.0,0.0
40.730678,-73.989011
40.75922,-73.964373
40.765592,-73.965703
40.766796,-73.979456
40.756246,-73.990482
40.771896,-73.951674
40.800285,-73.95835
40.780701,-73.959029
40.754581,-73.965648
40.761485,-73.966547
40.783148,-73.974343
0.0,0.0
40.760657,-73.998479
40.754571,-73.963684
40.741085,-73.988482
40.749474,-73.991064
40.752145,-73.978252
40.766106,-73.979516
40.733955,-73.977813
40.757736,-73.961524
40.753199,-73.979052
40.639948,-73.896637
40.756745,-73.975725
40.72286,-73.982794
40.758047,-73.993038
0.0,0.0
40.757451,-73.979144
40.735306,-73.991797
40.783444,-73.981757
40.773867,-73.94575
40.774154,-73.981405
40.737467,-74.001067
40.763626,-73.965143
40.76632,-73.994291
40.76004,-73.980843
40.78299,-73.957553
40.760146,-73.995176
40.742072,-73.985023
40.755932,-73.965094
40.736928,-73.993222
40.7199,-73.994821
40.723869,-73.988264
40.743176,-73.980129
40.763993,-73.958908
40.746666,-74.001652
40.762876,-73.996893
40.752252,-73.978167
40.78769,-73.955905
40.737513,-74.00808
40.74652,-73.99384
40.772294,-73.980883
40.804223,-73.911967
40.764322,-73.978839
40.784337,-73.954226
40.737157,-73.994372
40.777561,-73.979474
40.783447,-73.956592
40.781301,-73.960103
40.758612,-73.965888
0.0,0.0
40.769799,-73.982529
40.75041,-73.992402
40.701732,-74.012697
40.750275,-73.994151
40.733716,-73.980852
40.784658,-73.973263
40.765332,-73.953846
40.773989,-73.946532
40.718389,-73.999443
40.763139,-73.96705
40.754315,-73.977667
40.744904,-73.988503
40.737007,-73.996254
40.77215,-73.960862
40.757841,-73.973879
40.756887,-73.990105
40.741255,-73.989019
40.729146,-74.007108
40.780158,-73.957672
40.681519,-74.005276
40.746244,-74.008524
40.732761,-73.990339
40.796786,-73.974559
40.749627,-73.99108
40.783147,-73.982052
40.785089,-73.955877
40.729657,-73.977852
40.723582,-73.996629
40.710008,-74.010978
40.774301,-73.959454
40.814949,-73.958972
40.749619,-73.977235
40.758898,-73.970087
40.74032,-73.998267
40.714123,-74.008873
40.777287,-73.981988
40.719236,-73.997275
40.724373,-73.997439
40.760573,-73.985021
40.755136,-73.991567
40.768145,-73.955878
40.765518,-73.954865
40.732267,-74.007942
0.0,0.0
40.725935,-74.001068
40.76372,-73.977424
40.786609,-73.972097
40.761336,-73.990215
40.772162,-73.950022
40.777025,-73.946343
40.73092,-73.97973
40.681519,-74.005276
40.752101,-73.993375
40.783229,-73.955113
40.795425,-73.973475
40.786325,-73.979914
40.719716,-73.989783
40.762212,-73.971035
40.771777,-73.950754
40.739833,-73.99516
40.733511,-73.99146
40.744038,-73.924087
40.747578,-74.003888
40.777407,-73.97907
40.743647,-74.007183
40.782963,-73.957048
40.790215,-73.965774
40.741949,-73.97491
40.745378,-73.978143
40.75447,-73.99868
40.749781,-73.993593
40.773288,-73.949119
40.789876,-73.954359
40.764932,-73.972115
40.766695,-73.994196
40.783106,-73.950926
40.722992,-73.997278
40.733964,-73.990798
40.757114,-73.960992
40.751482,-73.968019
40.74939,-73.971707
40.726419,-73.995538
40.747644,-74.004438
40.808293,-73.96393
40.772166,-73.952811
40.783332,-73.950627
40.732917,-74.003148
40.818428,-73.941599
40.778403,-73.94874
40.769397,-73.963096
40.749222,-74.003116
40.772873,-73.949335
40.728301,-74.007157
40.661726,-73.985888
40.73605,-74.005936
40.749,-73.975488
40.721632,-73.984411
40.740812,-73.992988
40.770147,-73.991601
40.773672,-73.964056
40.769257,-73.952079
40.705947,-74.0103
40.773678,-73.951543
40.765451,-73.954953
40.755674,-73.981914
40.714966,-74.016382
40.736609,-73.988777
40.715394,-74.015768
40.755733,-73.982592
40.763475,-73.9794
40.77379,-73.870906
40.773969,-73.874487
40.765135,-73.964259
40.794239,-73.966059
40.73003,-73.989147
40.758415,-73.986364
40.76886,-73.862695
40.773968,-73.874709
40.769951,-73.863583
40.773035,-73.885298
0.0,0.0
40.751803,-73.976789
40.648568,-73.784892
40.757058,-73.971915
40.64476,-73.781826
40.644591,-73.782106
40.704348,-74.008902
40.646778,-73.778233
40.644699,-73.782043
40.654429,-73.78825
40.674941,-73.801894
40.762756,-73.974113
40.645674,-73.776895
40.772483,-73.952793
40.761627,-73.999168
40.740666,-73.987866
40.644623,-73.781965
40.711705,-73.959622
40.724957,-73.995481
40.727835,-73.98502
40.723263,-74.00802
40.77333,-73.981208
40.732664,-74.007537
40.713633,-74.009324
40.677603,-74.000417
40.735066,-74.002104
40.773715,-73.870765
40.756697,-73.98315
40.747805,-73.956628
40.772126,-73.952838
40.716561,-74.016474
40.768273,-73.966118
40.711073,-74.015765
40.837614,-73.942406
40.770065,-73.863499
40.720514,-74.010312
40.72713,-73.993865
40.645182,-73.776801
40.71472,-74.013649
0.0,0.0
40.645196,-73.776781
40.773638,-73.870695
40.773867,-73.871396
40.644715,-73.781937
40.743894,-73.923465
40.731868,-74.007755
40.644653,-73.78221
40.767536,-73.885649
40.769623,-73.968957
40.75668,-73.970068
40.713615,-73.998929
40.753101,-73.985389
40.706483,-74.005783
40.744842,-73.991265
40.764712,-73.9917
40.751527,-73.991092
40.753992,-73.969042
40.686727,-73.99071
40.776887,-73.949487
40.73339,-73.997265
40.74199,-73.974643
40.773085,-73.954362
40.738567,-74.00376
40.706542,-74.005503
40.86272,-73.90744
40.77905,-73.948017
40.72053,-74.010112
40.715082,-74.010292
40.721167,-73.996352
40.751282,-73.997965
40.744962,-73.991093
40.760682,-73.969457
40.741582,-73.99672
40.785705,-73.976512
40.752707,-73.876672
40.78265,-73.978787
40.756937,-73.989347
40.757985,-73.989332
40.688102,-73.953917
40.710072,-74.00119
40.780537,-73.946533
40.683187,-73.976858
40.740647,-74.00459
40.750942,-73.978222
40.751082,-73.994128
40.76388,-73.973803
40.734827,-73.985847
40.762435,-73.973957
40.729407,-73.9934
40.72512,-73.981142
40.719992,-73.9845
40.728715,-73.984297
40.740727,-74.005487
40.760257,-73.989047
40.767382,-73.954123
40.738392,-74.003808
40.73997,-74.00535
40.746522,-73.990747
40.744992,-73.980572
40.74471,-73.985463
40.722877,-73.997815
40.743667,-73.995912
40.775965,-73.979815
40.75485,-73.984172
40.744555,-73.980902
40.764007,-73.97048
40.798597,-73.970817
40.757945,-73.962782
40.729952,-73.993065
40.813512,-73.956057
40.758202,-73.981508
40.751767,-73.9763
40.782312,-73.980518
40.718732,-73.989167
40.724042,-74.003352
40.744277,-73.983435
40.764042,-73.972567
40.75957,-73.97002
40.767292,-73.995952
40.7558,-73.983822
40.793995,-73.970512
40.753795,-73.97435
40.747282,-73.977067
40.732292,-73.996278
40.749427,-73.977287
40.668092,-73.949523
40.77454,-73.95769
40.758445,-73.965337
40.76721,-73.95638
40.747212,-73.985405
40.742395,-74.004362
40.765825,-73.987287
40.736942,-74.001227
40.738445,-73.987447
40.734962,-73.991082
40.678825,-73.97567
40.762542,-73.978682
40.748995,-73.980057
40.803142,-73.96385
40.726555,-74.007377
40.749685,-73.991458
40.771857,-73.982817
40.808532,-73.963528
40.757152,-73.967122
40.724052,-74.00456
40.754362,-73.96903
40.745885,-73.99431
40.743617,-74.003465
40.743245,-73.986152
40.773142,-73.989402
40.7584,-73.9773
40.719658,-74.008743
40.745737,-73.99821
40.72052,-73.98714
40.782957,-73.978447
40.74262,-73.996705
40.743885,-73.988135
40.710795,-73.963667
40.760412,-73.969357
40.71644,-74.013203
40.742747,-74.004052
40.770235,-73.968845
40.76371,-73.962012
40.761735,-73.972697
40.758695,-73.971012
40.761685,-73.98173
40.762767,-73.981725
40.76319,-73.982117
40.760785,-73.985055
40.78211,-73.982952
40.72164,-73.99548
40.720597,-73.992637
40.757757,-73.976702
40.726337,-74.000382
40.762622,-73.968562
40.759015,-73.968727
40.727182,-73.98873
40.768482,-73.982167
40.71022,-73.959622
40.702482,-74.01148
40.757752,-73.962885
40.729247,-73.99194
40.754457,-73.97386
40.772812,-73.964677
40.734567,-73.990802
40.76498,-73.980398
40.695335,-73.949733
40.733735,-74.002625
40.747397,-74.004137
40.777657,-73.954702
40.738672,-74.003517
40.762332,-73.96074
40.734537,-73.988395
40.741365,-74.008035
40.724457,-73.998012
40.76348,-73.982047
40.75066,-73.987895
40.744062,-74.006935
40.74823,-73.98486
40.799632,-73.966332
40.72698,-73.99149
40.755762,-73.978922
40.758687,-73.98164
40.745272,-73.978322
40.711022,-74.00585
40.741907,-73.989248
40.762632,-73.997237
40.735572,-73.985572
40.749185,-73.982538
40.757632,-73.972187
40.757267,-73.976245
40.745787,-73.97188
40.769642,-73.92729
40.741472,-73.98522
40.762592,-73.968027
40.752567,-73.984185
40.760627,-73.986165
40.724405,-73.991057
40.739255,-73.991207
40.761892,-73.983843
40.756407,-73.97251
40.742582,-73.984643
40.740285,-73.984177
40.762187,-73.997565
40.761032,-73.977417
40.752467,-73.992992
40.755052,-73.987257
40.71906,-74.005085
40.754062,-73.976837
40.725822,-74.00691
40.76998,-73.863647
40.74044,-73.994565
40.689617,-73.971092
40.75619,-73.975683
40.75489,-73.974635
40.731495,-73.990943
40.763697,-73.985377
40.730992,-74.001345
40.722725,-73.988625
40.689647,-73.973792
40.749975,-73.991435
40.758372,-73.966167
40.749892,-73.991437
40.762607,-73.98291
40.761627,-73.97501
40.785902,-73.972642
40.776782,-73.979315
40.757287,-73.975595
40.764512,-73.982802
40.716282,-74.009188
40.807515,-73.964445
40.762687,-73.926755
40.763112,-73.993078
40.764147,-73.95441
40.758497,-73.992852
40.7603,-73.975875
40.743282,-73.98805
40.750027,-73.98797
40.77046,-73.951172
40.73261,-73.996142
40.713852,-74.014625
40.758422,-73.981115
40.756423,-73.990108
40.71996,-74.00849
40.760342,-73.958118
40.759492,-73.98553
40.727842,-73.993248
40.762152,-73.95709
40.734017,-73.99094
40.719605,-74.001635
40.724335,-73.997582
40.757827,-73.97165
40.729722,-73.983675
40.72365,-73.99124
40.712495,-73.96727
40.760817,-73.979642
40.791532,-73.974217
40.746802,-74.001037
40.742582,-73.992067
40.71994,-74.00841
40.683647,-73.97703
40.705355,-74.01358
40.705922,-74.013065
40.703967,-74.014347
40.71876,-74.00091
40.729352,-73.987137
40.754737,-73.96858
40.741632,-73.989502
40.761247,-73.970797
40.774222,-73.873045
40.771427,-73.86611
40.765855,-73.98285
40.754335,-73.971902
40.749542,-73.995362
40.753567,-73.988562
40.768927,-73.95224
40.779442,-73.956565
40.712552,-73.958777
40.733177,-73.987478
40.736892,-73.997178
40.74426,-73.98334
40.763547,-73.974587
40.729255,-73.987383
40.726227,-73.991905
40.74044,-73.9926
40.746882,-74.007917
40.717777,-73.975248
40.737517,-74.005055
40.742477,-74.0042
40.77991,-73.980735
40.781005,-73.949517
40.764905,-73.97855
40.756075,-73.987532
40.680077,-73.996032
40.758827,-73.983847
40.769242,-73.863072
40.729337,-73.981122
40.718487,-74.005887
40.75383,-73.988567
40.740967,-74.007557
40.768807,-73.862812
40.755977,-73.982907
40.77443,-73.871995
40.64505,-73.781195
40.757537,-73.997557
40.74277,-73.98042
40.709113,-74.006655
40.780598,-73.958968
40.750778,-73.976963
40.814483,-73.959049
40.765509,-73.982328
40.709506,-74.013763
40.777432,-73.948836
40.767513,-73.959048
40.77307,-73.952367
40.749712,-74.002801
40.671262,-73.984417
40.748219,-73.987911
40.763464,-73.981676
40.769995,-73.95151
40.737086,-74.001409
40.791696,-73.972175
40.737875,-73.983754
40.755995,-73.986481
40.76039,-73.983525
40.758333,-73.971039
40.695347,-73.956378
40.75551,-73.995027
40.771273,-73.959581
40.771636,-73.96532
40.758291,-73.977013
0.0,0.0
40.735106,-73.991259
40.722975,-74.005159
40.726406,-74.002272
40.79406,-73.940002
40.75848,-73.973096
40.728861,-74.000325
40.760945,-73.975363
40.716063,-73.9955
40.724507,-73.999557
40.753467,-73.98458
40.747716,-73.973681
40.741149,-74.005014
40.752378,-73.993649
40.744431,-74.006508
40.724835,-74.000467
40.747749,-73.996632
40.771142,-73.979765
40.768461,-73.982434
40.76714,-73.983926
40.718736,-74.005276
40.778928,-73.981398
40.761092,-73.9858
40.746689,-73.984009
40.747197,-74.004674
40.725901,-73.994792
40.74369,-73.988165
40.785315,-73.969164
40.739421,-74.002133
40.768048,-73.9683
40.754525,-73.98815
40.757394,-73.985888
40.714982,-73.999589
40.764313,-73.973936
40.750253,-73.980844
40.768396,-73.98224
40.73866,-73.988678
40.725149,-73.995799
40.741218,-73.98666
40.77674,-73.946625
40.75856,-73.968773
40.758267,-73.985098
40.74846,-73.988628
40.755795,-73.976927
40.777119,-73.98233
40.718687,-73.988024
40.765198,-73.995244
40.724085,-73.996234
40.725425,-73.983957
40.760494,-73.981618
40.756863,-73.973954
40.761633,-73.968269
40.730338,-73.990188
40.750238,-73.99108
40.711739,-74.006396
40.774522,-73.963732
40.74545,-73.989145
40.750122,-73.968775
40.734656,-73.989882
40.728495,-73.999733
40.74102,-73.988117
40.791507,-73.953047
40.761621,-73.979202
40.762095,-73.97412
40.740939,-73.998042
40.727818,-73.981573
40.707567,-74.005709
40.742061,-73.9747
40.776771,-73.96402
40.762635,-73.9598
40.735921,-73.987478
40.720337,-74.010102
40.76911,-73.982427
40.742281,-73.974567
40.741521,-74.004053
40.758216,-73.981354
40.789783,-73.954304
40.731205,-73.988792
40.738539,-73.987817
40.755691,-73.976195
40.742276,-73.992818
40.717587,-73.962573
40.752925,-73.985472
40.768495,-73.982126
40.733373,-73.99967
40.748888,-73.97629
40.794076,-73.970295
40.748088,-74.004921
40.767553,-73.96661
40.718189,-73.986596
40.756522,-73.997974
40.760375,-73.969589
40.753451,-73.9726
40.773704,-73.870866
40.765955,-73.96942
40.728866,-74.002657
40.744794,-73.976071
40.774255,-73.98504
40.756814,-73.967061
40.75195,-73.983887
40.734283,-73.990947
40.755567,-73.987926
40.819092,-73.952168
40.756401,-73.969803
40.739339,-73.983075
40.753552,-73.980835
40.781852,-73.945621
40.756438,-73.986239
40.759646,-73.987864
40.753253,-73.979142
40.746989,-74.008345
40.768155,-73.983418
40.709969,-74.007534
40.723138,-73.998659
40.766128,-73.983259
40.775946,-73.955156
