housing_id,total_ubertaxi_rides,total_yellowtaxi_rides,housing_geometry,market_potential
housing_1,5,1,"MULTIPOLYGON (((-73.92390442263989 40.71977526064254, -73.92397407511869 40.71924998650868, -73.92397410847863 40.71925044888248, -73.92397430117192 40.71926817955575, -73.923974789171 40.71928626239806, -73.92397577004549 40.71930869489945, -73.92397647402771 40.71932467039566, -73.92397697383319 40.71933298240594, -73.92397741560612 40.71934931791184, -73.92397679540198 40.71936490554639, -73.92397616057417 40.71938192435373, -73.92397606716592 40.71940107881658, -73.92397654142461 40.71942059216172, -73.92397702751124 40.71944151140038, -73.92397837644135 40.71946209799777, -73.92397803697904 40.71948018900464, -73.92397682033956 40.7194986314063, -73.92397535611352 40.71951600147213, -73.92397379019596 40.71952948049087, -73.92397301886575 40.71954223983602, -73.92397275665438 40.71955321703106, -73.92397309439698 40.71956829199524, -73.92397401334392 40.71958247593265, -73.9239739236213 40.7195991705998, -73.92397383575246 40.71961404709856, -73.92397403477587 40.71962680825703, -73.92397394739899 40.71964028825183, -73.923972890846 40.71965447021449, -73.92397190611318 40.71966687978982, -73.92397062312945 40.71968035899503, -73.92396981406328 40.71969454128855, -73.92396879328945 40.71970766098658, -73.92396794861116 40.71972256395724, -73.92396626097079 40.71973851157149, -73.9239643006204 40.71975552883247, -73.92396208041845 40.71977218758165, -73.92396097271457 40.71978816188049, -73.9239602019704 40.71980020973874, -73.92395889470416 40.71981528311353, -73.92395648585695 40.71983034755197, -73.92395351184473 40.71984362812553, -73.92394957824327 40.71984804723244, -73.92393250104774 40.71985673461796, -73.9239175698529 40.71986265905776, -73.9238995943775 40.71987011284686, -73.92389137138422 40.71987451891001, -73.92390442263989 40.71977526064254)), ((-73.92387097675699 40.72002962546929, -73.92387843290544 40.71997291947905, -73.92387905911237 40.71997426129966, -73.92388174144918 40.71998773491606, -73.92388021442969 40.71999874695727, -73.92387692206074 40.72001024365932, -73.92387202807519 40.7200265404556, -73.92387097675699 40.72002962546929)), ((-73.93174983887383 40.7280619896887, -73.93168460389896 40.72803998808702, -73.93167001312366 40.72804654480131, -73.93157498746389 40.72802655705212, -73.93120912698714 40.72794960061329, -73.93080621665668 40.72785710124664, -73.93072396765773 40.72784933467589, -73.93032778078214 40.72780340424009, -73.92991955232242 40.72764716033107, -73.92983673776794 40.72761615129823, -73.92966450537621 40.72755165967631, -73.92965627400419 40.72755591451754, -73.92963367100445 40.72757285625393, -73.92962543129468 40.72758583654925, -73.9296287679863 40.72760831598306, -73.92961306016629 40.72761948141961, -73.92958163184136 40.72762108269018, -73.9294989591335 40.72756732655581, -73.92942618792456 40.72752001448227, -73.92937731089681 40.72748823150151, -73.92924476429558 40.72740620426987, -73.92927041375334 40.72737347726508, -73.92887095721801 40.72701089351524, -73.92849560992592 40.72662286513176, -73.92833880459236 40.72642584448938, -73.92816013164854 40.72621349251318, -73.92813217181951 40.72618094857448, -73.92805571969372 40.72608060189567, -73.92795656504417 40.72592477921956, -73.92794055055444 40.72589199074586, -73.92792896792689 40.72588731854674, -73.92790314285058 40.72588404214143, -73.9278840009358 40.72587474582156, -73.9278731483292 40.72586231289431, -73.92786574424544 40.72583494074981, -73.92786037812043 40.72576286117745, -73.92780727204895 40.72505806170746, -73.92779792523957 40.72493393073358, -73.92720418356627 40.72366120847487, -73.92561612837221 40.72006992285289, -73.9248194124 40.72027339818352, -73.92481679454001 40.72023381925135, -73.92471033946936 40.72000713622612, -73.92471240732895 40.71999945663769, -73.92474645400392 40.71999350790205, -73.92467764658728 40.71989395611958, -73.92461027934054 40.71979795345717, -73.92453574845786 40.71967441837315, -73.92452141697953 40.71962099101493, -73.92452160879398 40.71957663135623, -73.92452225330689 40.71956182709093, -73.92453997267582 40.71935084074161, -73.92455498158618 40.71928739171834, -73.92458090370896 40.71917078383512, -73.92463096482413 40.71899523534055, -73.92469147140001 40.71873059596603, -73.92470370090183 40.71869656450378, -73.92477325538169 40.71857287123179, -73.92481697962749 40.71849509626576, -73.92486555795868 40.71844870576246, -73.92493323667711 40.71841408908919, -73.92499346717065 40.71839304859732, -73.92508819814326 40.71839247953436, -73.92615932560314 40.71810772837269, -73.92638508934029 40.71809306825482, -73.92838072495643 40.71758662734706, -73.92839296228595 40.71758701373719, -73.92840517470529 40.71758845301748, -73.92842269814594 40.71759247065496, -73.92842562116495 40.71759356273751, -73.92842830556491 40.71759501418449, -73.92843080153652 40.71759683440855, -73.92843314249798 40.71759906899797, -73.92843711361964 40.7176042140409, -73.92844703782532 40.71762012337442, -73.92845096259855 40.71762434833015, -73.92845307978958 40.71762603329165, -73.92845531417468 40.71762745815661, -73.92846336960618 40.71763138044458, -73.92847225482259 40.7176345468634, -73.9284820642429 40.71763699248456, -73.928492961858 40.71763875644358, -73.92851496238478 40.71764035440797, -73.92857567622083 40.71764139172215, -73.92859313190654 40.71764332056576, -73.92860809966996 40.71764659829871, -73.92863862464226 40.71765621735424, -73.92866917088352 40.71766757316662, -73.92869969218516 40.71768064074583, -73.92873009345278 40.71769540110226, -73.92873681052814 40.71769944768518, -73.92874350382613 40.71770472892657, -73.92876988189727 40.71773030232172, -73.92877750969717 40.71773553086577, -73.92878141348783 40.71773757643918, -73.92878541233978 40.71773926255852, -73.92879105465403 40.71774111219519, -73.92879704286152 40.71774255746806, -73.92880997725472 40.717744231522, -73.92882395375435 40.71774425775361, -73.92883856107419 40.7177426275319, -73.92885345306286 40.71773936778228, -73.92886784971088 40.71773460417037, -73.92888107591044 40.71772857869082, -73.92889250517335 40.71772157122973, -73.92896993119479 40.7176558002008, -73.92898363580071 40.71764483128447, -73.92907561773967 40.71757959285059, -73.92909489091431 40.71756442125221, -73.92911146360179 40.71754986113655, -73.92912575188372 40.71753555274545, -73.92913791028194 40.71752133132833, -73.92913998472436 40.71751829802205, -73.92914163315903 40.71751502237704, -73.92914373627394 40.71750759301377, -73.92914439562077 40.71749897600096, -73.92914387874831 40.71747277966184, -73.92914540285894 40.71746487399807, -73.92914673202499 40.71746139946956, -73.92914843963042 40.71745817596182, -73.92915843113235 40.71744467457986, -73.92917132191322 40.71743181510129, -73.92918681461931 40.71741991011474, -73.92920436630841 40.71740935799973, -73.92956999335611 40.71722979550808, -73.92960721266428 40.71719844449305, -73.92964082503762 40.71716475878394, -73.92965018578293 40.71715420209729, -73.92966866153138 40.71713080836219, -73.92968438052127 40.71710670296116, -73.92969715286297 40.7170821890032, -73.92970682348745 40.71705753929601, -73.92970904715641 40.71704846370821, -73.92970990863688 40.71703892725964, -73.92970941042708 40.71702906682153, -73.92970755167842 40.71701906147949, -73.9296999024567 40.71699929013604, -73.92969427971323 40.71698998527096, -73.92968760141478 40.71698133512641, -73.92950857283788 40.71659904069996, -73.92950377351818 40.71659377825227, -73.92949988592156 40.71658791360063, -73.92949703970358 40.71658168069225, -73.92949533019312 40.71657529418756, -73.92949489624652 40.71657152975842, -73.92949607398992 40.71654402908535, -73.92949782217917 40.71653507952515, -73.92949873909666 40.7165303975404, -73.92950311823643 40.71650804961165, -73.92932142181498 40.71612026856925, -73.92931715051365 40.71608636099987, -73.92931794380466 40.71605209752929, -73.92932330392631 40.71602033016624, -73.92933320049747 40.71598482068925, -73.92934625836386 40.71594717768496, -73.92936274084066 40.71590657523821, -73.92938392625163 40.71585988774307, -73.92940195310169 40.7158247784422, -73.92942124233983 40.71579326336596, -73.92944210230212 40.71576483827906, -73.92946467499091 40.7157393044132, -73.92947499339434 40.71572971227587, -73.92948674341585 40.7157206875907, -73.92949976950932 40.71571232893547, -73.92951389650158 40.71570476486305, -73.92952889838449 40.71569810094436, -73.92954456300642 40.71569245632848, -73.92956062806059 40.71568790875459, -73.92957685744368 40.7156845332977, -73.93030104870094 40.71551613594798, -73.93149447090414 40.71521674055869, -73.9315144091299 40.7152201641082, -73.93153467987067 40.71522224797103, -73.93153739021567 40.71522242029278, -73.9315603491327 40.71522311024989, -73.93158580610844 40.71522251223152, -73.93166069202317 40.71521681187203, -73.93170677024632 40.71521142708752, -73.93175151441955 40.71520284440852, -73.9317940971811 40.71519123455923, -73.93183385319652 40.71517678779362, -73.93190625488295 40.71514584333864, -73.93198957412137 40.7151083958591, -73.93204604148565 40.71508243135844, -73.93208189551085 40.71506475697414, -73.93210620611207 40.71505085869889, -73.93213142013229 40.71503386320931, -73.93215715765672 40.71501431859694, -73.93219895647016 40.71498036690294, -73.93220749808215 40.71497224034002, -73.93221505783418 40.71496336602792, -73.93222672313321 40.71494405686529, -73.93223180218992 40.71492980464779, -73.93223557417762 40.71491027523037, -73.9322361154651 40.7149017206152, -73.9322367885199 40.71489111253177, -73.93223539970678 40.71487268776497, -73.93223144009769 40.71485522493273, -73.93221661806426 40.71481387288867, -73.93219840938231 40.71477470825837, -73.93217510419763 40.71473039888382, -73.93215807834929 40.71470309384511, -73.93215504057413 40.71469930158898, -73.93215141098651 40.7146957240887, -73.93214270650452 40.71468955094923, -73.93213829418198 40.71468730583197, -73.93175499667343 40.7147499348886, -73.93159190834314 40.71440775180274, -73.93155804484213 40.71440164374459, -73.93154346301716 40.71436786581756, -73.93148397003895 40.71423000813044, -73.93124209521991 40.71373307008627, -73.93145444200624 40.71344710360167, -73.93155746741787 40.71340773188141, -73.93159286733827 40.71339307504048, -73.93164669864821 40.71335105287059, -73.93197326610694 40.7132615199938, -73.932453056543 40.71312997648029, -73.93255184231185 40.71310363029431, -73.93257907981653 40.71309737018336, -73.93259706121525 40.71309195970507, -73.93261194437976 40.71308554727403, -73.93261818483201 40.71308193116996, -73.93262369112762 40.71307800839649, -73.93263302484701 40.71306963013546, -73.9326404774569 40.71306084519014, -73.93264580052308 40.71305196082757, -73.93264763962188 40.71304753131599, -73.93264889789272 40.71304313765039, -73.93264966001149 40.71303930206204, -73.9326505987635 40.71302407406824, -73.93264836459515 40.71300898929663, -73.93203405455483 40.71159848182971, -73.93338627131433 40.71124198638389, -73.93328491831589 40.71098696604972, -73.93190244390092 40.71134673013884, -73.93166541319225 40.71081850260056, -73.93151235042086 40.71047806694818, -73.9312671514361 40.70993270200863, -73.93103121199516 40.70936677056024, -73.93093369972819 40.70917356957266, -73.93079632601456 40.70912295938191, -73.9307932279076 40.70912119312369, -73.93078887593026 40.70911826347333, -73.9307883671526 40.70911784870533, -73.93078495067316 40.70911505631926, -73.9307814512681 40.70911155959927, -73.93077835529505 40.70910773929189, -73.93077341752624 40.70909927134434, -73.93076999630132 40.70908939088213, -73.93076742485754 40.7090689123271, -73.93076826070562 40.70902742574109, -73.93076745042637 40.70901080136908, -73.93076412951918 40.70899463534895, -73.93076141573215 40.70898763677858, -73.93075795523077 40.70898124102417, -73.93074045574498 40.70895557522449, -73.93072024613487 40.70892999775319, -73.93069736200252 40.70890457128532, -73.93067186341393 40.70887933220892, -73.93064322788055 40.7088551999315, -73.93057355717653 40.70880312651921, -73.93054439045277 40.70877712915194, -73.93052936805404 40.70875944212107, -73.93052714695051 40.70875586658918, -73.93051728272229 40.70874002060992, -73.93050854725132 40.70871948337846, -73.93050345588482 40.70869855314987, -73.93050242491539 40.70868948327828, -73.93036236969873 40.70872599678593, -73.93037490360985 40.70874756175955, -73.93037863404672 40.70875577686606, -73.9303832733376 40.70876602697169, -73.93038705538382 40.70878279704993, -73.93038716481884 40.70879057741147, -73.93038609306001 40.70879802384711, -73.93038164140317 40.70881110602951, -73.93037430210131 40.70882413151643, -73.93036427830444 40.70883672332637, -73.9303519590825 40.70884839603307, -73.93029022216012 40.70889398702511, -73.93026770496772 40.70891318238377, -73.93026652131904 40.70891435201128, -73.93025794237252 40.70892480117747, -73.93025181250896 40.70893617121573, -73.93037813813842 40.70923059787935, -73.93068241850301 40.70992921194515, -73.93099978057293 40.71062648371712, -73.93115979409299 40.71100930721526, -73.93154756207858 40.71186361057539, -73.93089024353357 40.71206426574492, -73.93086108614196 40.71207320004623, -73.93083713465924 40.7120831908781, -73.93081779748498 40.7120944799648, -73.93080983889345 40.71210064319327, -73.93080301465112 40.71210714969582, -73.93078923371864 40.71212473811926, -73.93078428942125 40.71213357823024, -73.9307807902983 40.71214216607652, -73.93077879355718 40.71215032344384, -73.93077829986805 40.7121580414538, -73.93077930972082 40.71216527286411, -73.93078037175317 40.71216868686653, -73.930781799613 40.71217196555953, -73.93079162852847 40.71218908117503, -73.93080222983519 40.71220295577299, -73.9308140048318 40.71221406486829, -73.93082036738764 40.71221860800518, -73.93082706174948 40.71222249262454, -73.93083511712963 40.71222618138448, -73.93084824985279 40.71222966529273, -73.93085671206538 40.71222892270222, -73.93086551886107 40.71222645160626, -73.93161175198989 40.71204628204089, -73.931821845508 40.71248724254818, -73.93183477459594 40.71251578692996, -73.93184264795659 40.71253652172399, -73.93184777592909 40.71255550808765, -73.93185011352421 40.71257303313615, -73.93184937348123 40.71260175001754, -73.9318439196858 40.71263549695588, -73.9318355822119 40.71266363354844, -73.93182329761476 40.71268772420245, -73.93181776344726 40.71269541996562, -73.93181112810984 40.71270303382549, -73.93179428437762 40.71271829678603, -73.93177368898013 40.71273321559799, -73.93173579324201 40.71275755123102, -73.93066931086531 40.71302952597732, -73.93057256747268 40.71305935600751, -73.93054785212594 40.71306400555537, -73.93052855643072 40.71306982000103, -73.93052049372281 40.71307329098639, -73.93051348388133 40.71307714155287, -73.93050750310263 40.71308139664768, -73.93050256218159 40.71308604991169, -73.93049292874005 40.71309867881785, -73.93047503956481 40.71312822196368, -73.93046560675977 40.71313993143268, -73.93043746283286 40.71316434556891, -73.93043201247723 40.71316980818015, -73.93042773538798 40.71317504701398, -73.93042591016912 40.7131778461255, -73.93042436746043 40.71318081779298, -73.93042406332094 40.71319989039506, -73.93077308996165 40.7139377268406, -73.93095216048842 40.71437207881534, -73.9310537436354 40.71461848330503, -73.93085332591204 40.71491124503882, -73.92991807957026 40.71515807652663, -73.92990422329397 40.71513322299973, -73.92931554695923 40.7152880942633, -73.92927309475991 40.71532247656075, -73.9292550897609 40.71533706212524, -73.92844024198267 40.71553920922937, -73.92890385258882 40.71658107215949, -73.92890741391291 40.71660461457786, -73.92890743670227 40.71662721716254, -73.92890393449005 40.71664836779217, -73.92889694302754 40.71666777934724, -73.92888584259489 40.71668868153163, -73.92887215099448 40.71670970893195, -73.92885589115141 40.7167308340872, -73.9288370857615 40.71675203791211, -73.92879200492538 40.71679619845783, -73.92876947429328 40.71681559050872, -73.9287467438913 40.71683338824494, -73.92871253720851 40.71685800576234, -73.92867871195571 40.71688066863378, -73.92864507820855 40.71690150355975, -73.92861151588754 40.71692059121399, -73.92857723504885 40.7169380936075, -73.92849053314288 40.71697930184585, -73.92843764793993 40.71700709420859, -73.92832384331322 40.71707071615836, -73.92827287494758 40.71709798879719, -73.92825405876893 40.71710685583425, -73.92823395431525 40.71711471372042, -73.92821277390514 40.71712149976481, -73.92819069574222 40.71712714019873, -73.92816794335238 40.71713159277663, -73.92814479005493 40.7171347847946, -73.92812148489273 40.71713669647203, -73.92809831127083 40.71713729464806, -73.92595306261019 40.71769933073386, -73.92594233425473 40.71768241182073, -73.92514748352086 40.71786387260121, -73.9249988296791 40.71789781532358, -73.92497615994164 40.71790215977207, -73.92495631939966 40.71790640621421, -73.92494394728462 40.71790914508866, -73.92492763366809 40.71791311439011, -73.92490381653265 40.71791768256229, -73.92489053532272 40.71791980768937, -73.92486441995321 40.71792476083876, -73.92483873185934 40.71793018367169, -73.92482356627013 40.71793335276146, -73.92479604199187 40.71794003418851, -73.92477315859784 40.7179452073808, -73.92475219463844 40.71794870420827, -73.92473048414328 40.71795231094412, -73.92471369856182 40.71795441616937, -73.92469504380682 40.71795638514297, -73.92467733711831 40.71795818285114, -73.9246614635187 40.71795970349385, -73.92464656140781 40.71796136917845, -73.92462697316157 40.71796210352655, -73.92460481751543 40.71796156633592, -73.92458835761684 40.71795896290893, -73.92458549382037 40.71795850100411, -73.92456966411359 40.71795314216899, -73.92455433245524 40.71794739499562, -73.92453943944662 40.71794063205676, -73.92452223935365 40.71793274165488, -73.92450897973649 40.71792589752715, -73.92449408809495 40.71791793609558, -73.92447923317219 40.71790924577643, -73.92446203582556 40.7178991398235, -73.92445205229085 40.71789363989682, -73.92443066940926 40.71788055909715, -73.9244101980054 40.71786715506234, -73.92439162824472 40.71785651680235, -73.92437069270063 40.7178446803403, -73.92435212357682 40.71783349208331, -73.92433445417201 40.71782225097348, -73.92431449051956 40.71781041513993, -73.92429447872287 40.71779832563543, -73.92427728135709 40.71778886781645, -73.92426149190737 40.71777914103528, -73.92424707484426 40.71776999094492, -73.92423499955785 40.71776282407009, -73.92422338492997 40.71775600829873, -73.9242071349687 40.71774523650883, -73.92419224616832 40.71773523137858, -73.92418226429312 40.7177285073101, -73.92416741125624 40.71771823214662, -73.92415204861322 40.71770825300078, -73.92413673380413 40.71769784250241, -73.92412141768411 40.71768762080409, -73.92410422352046 40.71767539742638, -73.92408565876389 40.71766045535258, -73.92406788692368 40.71764682737756, -73.92404968863029 40.71763259702659, -73.92403184608531 40.71761765374524, -73.92401599160897 40.71760303727798, -73.92400265426539 40.71759166461921, -73.9239905470837 40.7175802746782, -73.92397870250089 40.71756818112844, -73.9239670603356 40.717554675794, -73.92395592576803 40.71754187072116, -73.92394179720954 40.71752907405612, -73.92393275109582 40.71752239615132, -73.92390510131892 40.71750388089389, -73.92389559314496 40.71749731961449, -73.92387468397713 40.7174828068359, -73.92385331426192 40.71746901562256, -73.92383381213821 40.71745673807404, -73.92381614383159 40.717444892615, -73.92380799408743 40.71743975503369, -73.92379664131641 40.7174318141136, -73.9237838460065 40.717422853841, -73.92377155955883 40.71741425458946, -73.92375017714782 40.71740043604147, -73.92372974182345 40.71738653669885, -73.92371113744829 40.7173755738056, -73.9236888204116 40.71736136696939, -73.9236751262675 40.71735229853656, -73.9236614308373 40.71734377958965, -73.92364131502846 40.71732891766563, -73.92362841655262 40.71731683326453, -73.92361641734475 40.71730508266961, -73.92360297481954 40.71729299790465, -73.92358928472798 40.71727984080125, -73.92357746482675 40.71726668611032, -73.92356749089799 40.71725353163846, -73.92356017718964 40.71724303624457, -73.92355092535662 40.71722881108327, -73.92353676603139 40.71721282664445, -73.92352869324374 40.7172034106232, -73.92352044404218 40.71719327428583, -73.92351194638216 40.7171820748241, -73.92349754174572 40.71716287554247, -73.9234864077992 40.71715043228218, -73.92347624228593 40.71713906099941, -73.92346420930082 40.71712590615489, -73.92345376086175 40.71711415657368, -73.92344144276053 40.71710118983749, -73.92343034232523 40.71709025936241, -73.92342003666894 40.71707727586931, -73.92341212155149 40.71706518537664, -73.92340664396508 40.71705275458246, -73.9234027282921 40.71704034342265, -73.92339441664897 40.71702365086653, -73.92338682010079 40.71701120978253, -73.92337976397573 40.71700250641661, -73.92337194480795 40.71698970516791, -73.92336668613892 40.71698278598711, -73.92335497914178 40.7169741596018, -73.92328795463862 40.71684226319736, -73.92325773564123 40.71676827675333, -73.92373542237276 40.71625325995799, -73.92384942240213 40.71613125993013, -73.92404208177159 40.7159235783931, -73.9243147221502 40.71585531643656, -73.92459550541601 40.71554263564421, -73.92483429825705 40.71529117177244, -73.92488695775873 40.71527544737872, -73.92485373202807 40.71520686041217, -73.92478887401101 40.71508385323806, -73.92476771547506 40.71504030869347, -73.92476271044987 40.71502773386102, -73.92476399468902 40.7150123359528, -73.92476635602816 40.71499691244666, -73.92476297311892 40.71498423112184, -73.92473123890319 40.71494622614238, -73.92469151598071 40.71488921669024, -73.9246615533703 40.71487514006289, -73.92461643762799 40.71483534330358, -73.92455710998618 40.71476191336982, -73.92452723923152 40.71469867747261, -73.92451368413749 40.71462903179314, -73.92448363985606 40.71453171189503, -73.92443295422352 40.71437303574148, -73.92442053214815 40.71435787208745, -73.92441595365339 40.71435679808135, -73.92441053112077 40.714358172431, -73.92439170297368 40.71435743869583, -73.92436861078814 40.71433908903545, -73.92434893363222 40.71431531256614, -73.92433921851449 40.71426196825753, -73.92433841352036 40.71420984688768, -73.9243377970748 40.71414834127991, -73.92433732000879 40.71413085298737, -73.92406051971875 40.71411981917348, -73.92392954205891 40.71410980403202, -73.92392142230132 40.71408225952591, -73.92348442214519 40.71381325948857, -73.92291042193979 40.71345925943928, -73.92211742165445 40.71293625936438, -73.92168842145452 40.71190225917675, -73.92136242129374 40.71096825900494, -73.92133374872465 40.7108855181883, -73.92132742127646 40.71086725898645, -73.92120442122594 40.71068525895502, -73.92079308433206 40.71049899323438, -73.92072742106018 40.71046925892933, -73.92167742130468 40.70947925870188, -73.92184715824848 40.70945023305099, -73.92248442155478 40.70934125864684, -73.9241884220844 40.70907325853477, -73.92576642257406 40.7088122584283, -73.92740842308417 40.70855025831952, -73.92902742358663 40.70828525821102, -73.93207342453239 40.70779425800811, -73.93229842460227 40.70775725799297, -73.93252442470433 40.70824625808105, -73.93265142476285 40.70854425813493, -73.93299842492117 40.70932525827585, -73.93329742505753 40.70999625839712, -73.93360342519667 40.71067725851977, -73.93389442533018 40.71134425864038, -73.93425842549432 40.71213125878194, -73.93453542562106 40.71276225889593, -73.93480342574436 40.71338125900783, -73.93496042581566 40.71373025907069, -73.93528942596551 40.71446525920341, -73.93561442611393 40.71519925933579, -73.93869742710932 40.71533125925396, -73.93901842725707 40.71607325938811, -73.94002342756373 40.71582125930355, -73.94012142762797 40.71636725940702, -73.94023242770773 40.71709925954669, -73.94033142778162 40.71779525967958, -73.94038142781589 40.71809625973686, -73.94044042785553 40.71844125980245, -73.94049342788745 40.71868725984865, -73.94056842793628 40.71909825992672, -73.94059042795038 40.7192142599487, -73.94062542797541 40.71944325999221, -73.94074842805836 40.72016426012928, -73.9407974280923 40.72046526018659, -73.94086842814096 40.72089526026845, -73.94099242822404 40.72161126040448, -73.94106642827771 40.72210726049904, -73.94107642828506 40.72217526051195, -73.94109242829646 40.72227926053175, -73.9402234280541 40.7228732606787, -73.93931242779136 40.7233562608052, -73.93891342767763 40.72358726086439, -73.93848942755567 40.72381726092434, -73.93765542731617 40.72427426104303, -73.93676542706585 40.72484726118649, -73.93539942669283 40.72591526144365, -73.93412442634178 40.72686326167386, -73.93255542590019 40.72787126192649, -73.93227030504445 40.72818295575048, -73.93226994732899 40.72818292002901, -73.93200563027935 40.72815334489448, -73.93196227866279 40.72813388635829, -73.93188268062784 40.72810364478963, -73.93174983887383 40.7280619896887)))",0.16666666666666666
housing_10,1,0,"MULTIPOLYGON (((-73.92439342104954 40.69083925495197, -73.9242624209962 40.69065025491938, -73.92412842091478 40.69001325479907, -73.92398042082347 40.68928325466094, -73.92725542184957 40.68890925447336, -73.93018142276632 40.6885732543051, -73.93032642285689 40.68930625444386, -73.93047142294765 40.69003925458239, -73.93061742303843 40.69077025472073, -73.93076142312877 40.69150325485946, -73.93090842322007 40.69223625499816, -73.9279864223045 40.69257125516602, -73.92750842215405 40.69261225519078, -73.92707242199891 40.69235425515539, -73.92645142177918 40.69201025510959, -73.92631742173197 40.69193725509995, -73.92556142146341 40.69149925504038, -73.92536642139333 40.69137525502302, -73.92439342104954 40.69083925495197)))",0.0
housing_100,1,0,"MULTIPOLYGON (((-73.94283042526538 40.66285524881695, -73.9442094257017 40.66277024875214, -73.94502342595941 40.66272324871446, -73.94561442614629 40.66268424868614, -73.94791542687436 40.66254124857741, -73.95081142779057 40.66236224844116, -73.95370142870499 40.66218224830491, -73.95378742877915 40.66295524845351, -73.95385042884647 40.66373624860453, -73.95097542793657 40.66391324873971, -73.94940842744106 40.66401324881431, -73.9481674270484 40.6640902488728, -73.94546442619183 40.66423424899548, -73.94489342600589 40.66418224900518, -73.94408342574383 40.66413724902467, -73.94269742529555 40.66406324905878, -73.94283042526538 40.66285524881695)))",0.0
housing_1000,3,12,"MULTIPOLYGON (((-73.95627043868438 40.81338327783245, -73.9568284388167 40.81262027766378, -73.95743343895981 40.81178727747968, -73.95780943904921 40.81127227736572, -73.95827343915914 40.81063727722523, -73.9611124401421 40.81183827736034, -73.96210744048665 40.81226027740794, -73.9630174408009 40.81263227744876, -73.96381044108441 40.81311527751527, -73.96458644135996 40.8135552775741, -73.96465744138514 40.81359527757927, -73.96469244139747 40.81361427758199, -73.96499844150534 40.81377527760273, -73.96534677759864 40.81395035748441, -73.96510928424613 40.81428375423058, -73.96509656063367 40.8143278503664, -73.96432627530989 40.81552101497829, -73.964142270236 40.8157799354786, -73.96340539219511 40.81669247616922, -73.96312846513793 40.81696337362807, -73.96308673803087 40.81701439173621, -73.96272057491531 40.81737676914414, -73.96203249877726 40.81809461003299, -73.96203031000408 40.81809709198082, -73.96179144073665 40.81803327854762, -73.96158444066319 40.81791627853202, -73.96107844048682 40.81768327850414, -73.96102144046687 40.81765727850133, -73.96068844035165 40.8175182784857, -73.95949443993844 40.81701527842915, -73.95829343947325 40.81569527821349, -73.95783043929261 40.81516427812597, -73.95754743918226 40.81484227807286, -73.95698543896313 40.81420127796729, -73.95627043868438 40.81338327783245)))",0.8
housing_1001,112,71,"MULTIPOLYGON (((-73.99051944521638 40.74027026232412, -73.99079944528259 40.73988326223847, -73.99094644531749 40.73968126219382, -73.99137644541976 40.73909626206409, -73.99179944551983 40.73851226193485, -73.99222644562086 40.73792526180494, -73.9926554457227 40.73733826167491, -73.99312144583321 40.7366992615335, -73.99361844595076 40.73601326138157, -73.99684144706502 40.73736926153416, -73.99633844694542 40.73805226168536, -73.99587544683624 40.7386942618276, -73.99544744673463 40.73928026195738, -73.99501944663319 40.73986826208752, -73.99459444653239 40.74045026221645, -73.99416644643117 40.74103926234668, -73.99402944639863 40.74122726238841, -73.99374044633021 40.7416252624764, -73.99051944521638 40.74027026232412)))",0.3879781420765027
housing_1002,45,79,"MULTIPOLYGON (((-73.96156043764945 40.76844526885613, -73.96201543775747 40.76782026871791, -73.96214643778831 40.76763926867783, -73.9624714378655 40.7671932685792, -73.96293043797452 40.76656726844062, -73.96340243808632 40.76591926829701, -73.96384443819154 40.76531726816378, -73.96430043829962 40.76469126802527, -73.96475643840779 40.76406626788692, -73.96636043896247 40.76474026796247, -73.9679754395213 40.76542126803916, -73.96752143941367 40.76604726817779, -73.96706543930571 40.76667526831653, -73.96660843919722 40.76729926845489, -73.96615143908882 40.76792526859337, -73.96569443898038 40.76855226873216, -73.96523943887256 40.76917726887046, -73.96478343876454 40.76980426900916, -73.96316243820375 40.76912126893234, -73.96156043764945 40.76844526885613)))",0.6370967741935484
housing_1003,4,2,"MULTIPOLYGON (((-73.94177243365561 40.80709727711215, -73.94226343377214 40.80642427696338, -73.94275543388892 40.8057522768147, -73.94340343411298 40.80602227684473, -73.94430343442436 40.8063992768867, -73.94478443454015 40.80576927674683, -73.94524043464838 40.80514427660859, -73.94569443475606 40.80452327647117, -73.94613243485776 40.80388527633102, -73.94459843432681 40.803236276258, -73.9446684343432 40.80313827623629, -73.9450534344344 40.80260727611898, -73.94530343452091 40.8027122761308, -73.94808443548339 40.80388527626253, -73.94827443554904 40.80396527627155, -73.94789243545847 40.80448727638707, -73.94781443543987 40.80459527641072, -73.94735343533031 40.80522127654951, -73.94690143522358 40.80584727668771, -73.94643943511375 40.8064772768272, -73.94597943500442 40.80710627696631, -73.94548343488646 40.80778127711579, -73.94499543477097 40.80845427726432, -73.94177243365561 40.80709727711215)))",0.3333333333333333
