h3_id,total_ubertaxi_rides,total_yellowtaxi_rides,market_potential
872a100d4ffffff,122.0,190.0,0.6089743589743589
872a10088ffffff,202.0,297.0,0.5951903807615231
872a1008cffffff,44.0,60.0,0.5769230769230769
872a1008dffffff,69.0,76.0,0.5241379310344828
872a1008bffffff,474.0,519.0,0.5226586102719033
