infered_area_id,total_ubertaxi_rides,total_yellowtaxi_rides,infered_area_geometry,market_potential
338,41,32,"POLYGON ((-73.99209499999999 40.755732, -73.9924 40.7557, -73.9928 40.7544, -73.99299999999999 40.7534, -73.992938 40.75332, -73.99287199999999 40.753316, -73.9922 40.7533, -73.992 40.7534, -73.9905 40.7542, -73.990427 40.754292, -73.99039999999999 40.7545, -73.9914 40.7555, -73.99209499999999 40.755732))",0.4383561643835616
339,29,115,"POLYGON ((-73.989752 40.758317, -73.9901 40.7583, -73.9915 40.75611, -73.991547 40.756007, -73.99142500000001 40.75579, -73.9909 40.7552, -73.99040600000001 40.755379, -73.9902 40.7555, -73.988895 40.756283, -73.988395 40.756732, -73.9888 40.7577, -73.989752 40.758317))",0.7986111111111112
340,29,16,"POLYGON ((-73.994085 40.72762700000001, -73.9943 40.7267, -73.994107 40.726727, -73.9919 40.7271, -73.9918 40.7272, -73.992847 40.728152, -73.992997 40.72816, -73.9935 40.728, -73.994085 40.72762700000001))",0.35555555555555557
341,17,8,"POLYGON ((-73.99129499999999 40.737803, -73.99162199999999 40.737552, -73.99160000000001 40.7375, -73.9907 40.7366, -73.9898 40.7368, -73.98973000000001 40.736845, -73.9911 40.7377, -73.99129499999999 40.737803))",0.32
342,12,4,"POLYGON ((-73.99460000000001 40.7269, -73.99469999999999 40.7276, -73.994938 40.727943, -73.99535899999999 40.72755, -73.9954 40.7274, -73.9952 40.7272, -73.9948 40.7269, -73.99460000000001 40.7269))",0.25
343,6,15,"POLYGON ((-73.966308 40.762305, -73.9662 40.762, -73.96602299999999 40.761837, -73.96559999999999 40.7623, -73.9654 40.7631, -73.965523 40.76316, -73.965745 40.76320399999999, -73.96600000000002 40.7631, -73.9661 40.76300000000001, -73.966308 40.762305))",0.7142857142857143
344,9,14,"POLYGON ((-73.96600000000002 40.7613, -73.96611300000001 40.761557, -73.96658000000001 40.761657, -73.967017 40.761747, -73.967015 40.761067, -73.967 40.7608, -73.96680000000001 40.7607, -73.9665 40.7607, -73.96600000000002 40.7613))",0.6086956521739131
345,56,17,"POLYGON ((-73.9974 40.7214, -73.99600000000002 40.7218, -73.9962 40.7222, -73.99725699999999 40.723532, -73.997512 40.723492, -73.998379 40.722842, -73.9983 40.7224, -73.99769999999999 40.7216, -73.9974 40.7214))",0.2328767123287671
346,183,99,"POLYGON ((-74.0001 40.7242, -74.000077 40.721592, -73.99684000000001 40.723097, -73.9961 40.7235, -73.99386 40.724727, -73.99435799999999 40.725796, -73.99550000000001 40.727, -73.99675699999999 40.727152, -73.9995 40.7253, -74.0001 40.7242))",0.35106382978723405
347,7,11,"POLYGON ((-73.9935 40.7246, -73.99365999999999 40.72446, -73.9936 40.7244, -73.992835 40.723942, -73.99264000000001 40.724167, -73.9924 40.7245, -73.99244200000001 40.724527, -73.9935 40.7246))",0.6111111111111112
348,72,23,"POLYGON ((-73.9923 40.7267, -73.9933 40.7255, -73.99250000000001 40.7248, -73.991152 40.723962, -73.991 40.7239, -73.990628 40.724362, -73.9906 40.7245, -73.9906 40.7246, -73.99168299999999 40.726532, -73.9918 40.7266, -73.9923 40.7267))",0.24210526315789474
349,17,23,"POLYGON ((-73.9736 40.7489, -73.97450000000001 40.7475, -73.97448 40.747397, -73.97417 40.747097, -73.97363199999999 40.747162, -73.973 40.7477, -73.97279 40.74874000000001, -73.973101 40.749014, -73.9736 40.7489))",0.575
350,22,6,"POLYGON ((-73.9896 40.747, -73.989548 40.747299, -73.9898 40.7474, -73.9918 40.7474, -73.9918 40.7473, -73.9915 40.7471, -73.9906 40.7469, -73.98999999999999 40.7468, -73.9896 40.747))",0.21428571428571427
351,5,10,"POLYGON ((-73.9836 40.7596, -73.98338100000001 40.75961599999999, -73.983968 40.76014, -73.9843 40.7602, -73.98424300000001 40.759825, -73.9842 40.7598, -73.98399000000001 40.759729, -73.9836 40.7596))",0.6666666666666666
352,23,8,"POLYGON ((-73.9889 40.7462, -73.98881899999999 40.745882, -73.98869999999999 40.7458, -73.987942 40.745351, -73.987987 40.74624, -73.9881 40.7467, -73.98836 40.747195, -73.9889 40.7463, -73.9889 40.7462))",0.25806451612903225
353,17,14,"POLYGON ((-73.99290000000001 40.7348, -73.992322 40.734327, -73.99070999999999 40.734919, -73.990863 40.735082, -73.9915 40.7355, -73.9923 40.7356, -73.9926 40.7355, -73.99290000000001 40.7348))",0.45161290322580644
354,7,8,"POLYGON ((-73.9932 40.7357, -73.992565 40.735857, -73.9931 40.736, -73.994265 40.736231, -73.99379999999999 40.7358, -73.9932 40.7357))",0.5333333333333333
355,8,7,"POLYGON ((-73.994198 40.735544, -73.99420000000001 40.7352, -73.99406500000001 40.735122, -73.9932 40.735, -73.9932 40.7351, -73.993782 40.735507, -73.99399699999999 40.735538, -73.994198 40.735544))",0.4666666666666667
356,1,15,"POLYGON ((-73.99003 40.729623, -73.98990400000001 40.729329, -73.989147 40.73003, -73.989363 40.730128, -73.98938299999999 40.730117, -73.990022 40.729667, -73.99003 40.729623))",0.9375
357,10,22,"POLYGON ((-73.99039999999999 40.7315, -73.9903 40.731, -73.989209 40.7304, -73.988703 40.730975, -73.988421 40.731443, -73.988282 40.731687, -73.988265 40.731755, -73.9883 40.7318, -73.99002800000001 40.732552, -73.99005200000001 40.732542, -73.990217 40.732067, -73.99039999999999 40.7315))",0.6875
358,14,18,"POLYGON ((-73.99146 40.733511, -73.991562 40.731487, -73.9915 40.731, -73.9913 40.7308, -73.99069300000001 40.730602, -73.99039999999999 40.7307, -73.9909 40.7331, -73.991 40.7333, -73.99146 40.733511))",0.5625
359,29,32,"POLYGON ((-73.989254 40.734418, -73.989983 40.73484000000001, -73.99079999999999 40.7346, -73.991287 40.734347, -73.99117199999999 40.733707, -73.99033900000001 40.732761, -73.98990000000001 40.7329, -73.98950000000001 40.7336, -73.989254 40.734418))",0.5245901639344263
360,16,8,"POLYGON ((-73.9909 40.7382, -73.9909 40.7381, -73.990888 40.738025, -73.989953 40.737564, -73.9892 40.7374, -73.9896 40.7378, -73.9901 40.7382, -73.9909 40.7382))",0.3333333333333333
361,16,26,"POLYGON ((-73.988711 40.73742, -73.9898 40.7359, -73.98964000000001 40.73574, -73.98876300000001 40.736175, -73.98850300000001 40.736332, -73.9884 40.7366, -73.988208 40.737372, -73.988711 40.73742))",0.6190476190476191
362,37,47,"POLYGON ((-73.968 40.7587, -73.96850000000001 40.7552, -73.968475 40.755095, -73.968011 40.755098, -73.96769999999999 40.7553, -73.96566899999999 40.757805, -73.9652 40.7584, -73.965733 40.758892, -73.966938 40.759237, -73.9675 40.7591, -73.968 40.7587))",0.5595238095238095
363,23,37,"POLYGON ((-73.970857 40.752637, -73.970912 40.75205, -73.9709 40.7516, -73.97022700000001 40.751884, -73.968537 40.754022, -73.96829 40.754752, -73.96893799999999 40.755077, -73.9692 40.7552, -73.970857 40.752637))",0.6166666666666667
364,15,1,"POLYGON ((-73.991 40.7428, -73.9907 40.743, -73.99079999999999 40.7433, -73.99160000000001 40.7435, -73.99169999999999 40.7433, -73.9913 40.7429, -73.991 40.7428))",0.0625
365,7,24,"POLYGON ((-73.99625400000001 40.737007, -73.9962 40.7377, -73.996307 40.737905, -73.99643499999999 40.737944, -73.996477 40.737927, -73.997297 40.7372, -73.9975 40.7366, -73.997232 40.736553, -73.99625400000001 40.737007))",0.7741935483870968
366,13,23,"POLYGON ((-73.98603799999999 40.74119, -73.9879 40.742, -73.9881 40.7419, -73.98899999999998 40.7413, -73.989019 40.741255, -73.987866 40.740666, -73.98603799999999 40.74119))",0.6388888888888888
367,71,46,"POLYGON ((-73.989627 40.74574699999999, -73.9909 40.7441, -73.99079999999999 40.7437, -73.98875699999999 40.742625, -73.987977 40.743065, -73.9873 40.744, -73.9871 40.7443, -73.98690000000001 40.7448, -73.98697199999999 40.745172, -73.989627 40.74574699999999))",0.39316239316239315
368,63,78,"POLYGON ((-73.98760799999999 40.739261, -73.98668000000001 40.739163, -73.9836 40.742277, -73.9837 40.7425, -73.98458000000001 40.742952, -73.985 40.7431, -73.985252 40.742825, -73.98716999999999 40.74059699999999, -73.98760799999999 40.739261))",0.5531914893617021
369,149,136,"POLYGON ((-73.992 40.7401, -73.9903 40.7445, -73.990388 40.74617199999999, -73.9914 40.7466, -73.9915 40.7465, -73.99378900000001 40.743329, -73.995819 40.740241, -73.9962 40.7382, -73.99379999999999 40.7386, -73.992 40.7401))",0.47719298245614034
370,41,18,"POLYGON ((-73.985463 40.74471, -73.9875 40.743, -73.98739999999999 40.7428, -73.9871 40.7427, -73.9862 40.7427, -73.98480000000001 40.7436, -73.98480000000001 40.7438, -73.985097 40.74458, -73.985212 40.744697, -73.985463 40.74471))",0.3050847457627119
371,38,27,"POLYGON ((-73.9834 40.7435, -73.98186 40.744887, -73.98269999999999 40.7453, -73.9829 40.7453, -73.9833 40.7452, -73.9836 40.7448, -73.98458199999999 40.743373, -73.98439999999999 40.7432, -73.984247 40.743152, -73.9834 40.7435))",0.4153846153846154
372,35,23,"POLYGON ((-73.98505 40.745973, -73.98504799999999 40.745065, -73.985 40.745, -73.9847 40.7449, -73.9841 40.745, -73.98269999999999 40.7471, -73.983 40.7477, -73.983552 40.747755, -73.98480000000001 40.7469, -73.9849 40.7468, -73.98505 40.745973))",0.39655172413793105
373,46,46,"POLYGON ((-73.98619599999999 40.745501, -73.98439999999999 40.7474, -73.98439999999999 40.7487, -73.98446 40.748737, -73.98480699999999 40.748757, -73.9863 40.7472, -73.98699999999999 40.7458, -73.986767 40.745437, -73.98654300000001 40.745392, -73.98619599999999 40.745501))",0.5
374,23,37,"POLYGON ((-73.9889 40.7495, -73.9898 40.7481, -73.98925 40.74757, -73.98764 40.747902, -73.987842 40.749405, -73.988359 40.749481, -73.9889 40.7495))",0.6166666666666667
375,11,12,"POLYGON ((-73.979456 40.766796, -73.979345 40.766502, -73.9783 40.7663, -73.9772 40.7661, -73.978185 40.766574, -73.97830400000001 40.766618, -73.9791 40.7669, -73.97927 40.76689, -73.979456 40.766796))",0.5217391304347826
376,18,28,"POLYGON ((-73.99160000000001 40.7423, -73.9897 40.7413, -73.989653 40.74133, -73.98943299999999 40.741523, -73.98907800000001 40.741877, -73.988917 40.74214, -73.98909999999999 40.7424, -73.9909 40.7425, -73.99113 40.742447, -73.99160000000001 40.7423))",0.6086956521739131
377,92,83,"POLYGON ((-73.990127 40.741007, -73.99339999999999 40.7389, -73.991648 40.738226, -73.9884 40.73771, -73.98791999999999 40.737639, -73.987736 40.737683, -73.9873 40.7384, -73.98699999999999 40.7389, -73.9897 40.741, -73.990127 40.741007))",0.4742857142857143
378,19,12,"POLYGON ((-73.997 40.7422, -73.99722299999999 40.742163, -73.997457 40.741762, -73.9975 40.7415, -73.997371 40.741323, -73.99679999999999 40.7414, -73.99672 40.741582, -73.9967 40.7419, -73.9967 40.7421, -73.997 40.7422))",0.3870967741935484
379,20,15,"POLYGON ((-73.98520000000001 40.7577, -73.9846 40.7584, -73.98464799999999 40.75879699999999, -73.984672 40.758937, -73.984785 40.759102, -73.9875 40.7588, -73.9858 40.7578, -73.98520000000001 40.7577))",0.42857142857142855
380,12,14,"POLYGON ((-73.98494699999999 40.759507, -73.985219 40.760281, -73.9854 40.7604, -73.98565699999999 40.760507, -73.98586999999999 40.760342, -73.9864 40.7599, -73.98609999999999 40.7597, -73.98569999999999 40.7595, -73.98533499999999 40.759415, -73.98494699999999 40.759507))",0.5384615384615384
381,14,22,"POLYGON ((-73.98553000000001 40.763117, -73.9871 40.7627, -73.98739999999999 40.7622, -73.98739999999999 40.7619, -73.9871 40.7617, -73.986338 40.761578, -73.986065 40.761867, -73.98553000000001 40.763117))",0.6111111111111112
382,30,50,"POLYGON ((-73.987238 40.761445, -73.989437 40.758907, -73.98947 40.758865, -73.98950000000001 40.7588, -73.989188 40.758393, -73.988895 40.758252, -73.98791300000001 40.758977, -73.985698 40.760791, -73.98690000000001 40.76138, -73.987238 40.761445))",0.625
383,152,88,"POLYGON ((-73.98905000000001 40.75354, -73.98769 40.75174699999999, -73.98739999999999 40.7519, -73.9867 40.7526, -73.9855 40.7539, -73.9851 40.757, -73.985277 40.757277, -73.98636999999999 40.7579, -73.9879 40.7564, -73.9881 40.7561, -73.98905000000001 40.75354))",0.36666666666666664
384,26,25,"POLYGON ((-73.9718 40.7521, -73.97150000000001 40.753, -73.9716 40.7533, -73.9723 40.7536, -73.97239999999999 40.7536, -73.9731 40.7534, -73.97322700000001 40.753282, -73.9735 40.7529, -73.973493 40.75266, -73.97331899999999 40.752497, -73.9718 40.7521))",0.49019607843137253
385,84,78,"POLYGON ((-73.96810000000001 40.7579, -73.9679 40.7597, -73.967975 40.75971699999999, -73.96825699999999 40.75976, -73.968755 40.75938499999999, -73.97190000000001 40.7561, -73.971405 40.754907, -73.9705 40.7549, -73.96994000000001 40.755182, -73.96810000000001 40.7579))",0.48148148148148145
386,34,25,"POLYGON ((-73.99054 40.752355, -73.98983800000001 40.75135, -73.98820000000001 40.7517, -73.988282 40.752489, -73.988647 40.75302199999999, -73.9893 40.7532, -73.9905 40.7526, -73.99054 40.752355))",0.423728813559322
387,99,234,"POLYGON ((-73.990022 40.750695, -73.990222 40.751352, -73.9907 40.7519, -73.9909 40.7518, -73.99271800000001 40.750341, -73.99423399999999 40.747665, -73.99548900000001 40.745405, -73.99683 40.742746, -73.9969 40.7425, -73.99600000000002 40.7426, -73.99369200000001 40.745202, -73.99339999999999 40.7456, -73.990022 40.750695))",0.7027027027027027
388,9,11,"POLYGON ((-73.97356500000001 40.752192, -73.973907 40.751974, -73.97412800000001 40.751748, -73.974253 40.75152199999999, -73.97399999999998 40.7515, -73.9739 40.7515, -73.973485 40.751632, -73.9735 40.7521, -73.97356500000001 40.752192))",0.55
389,6,11,"POLYGON ((-73.9697 40.7594, -73.969655 40.75987, -73.969875 40.759852, -73.9709 40.7597, -73.97041999999999 40.75941, -73.9697 40.7594))",0.6470588235294118
390,26,15,"POLYGON ((-73.98480000000001 40.762, -73.985055 40.760785, -73.985021 40.760573, -73.98475999999999 40.760342, -73.984522 40.760507, -73.9842 40.761, -73.9838 40.7617, -73.9836 40.7621, -73.98385 40.762192, -73.98399599999999 40.762243, -73.98480000000001 40.762))",0.36585365853658536
391,10,8,"POLYGON ((-73.98350000000001 40.7628, -73.9836 40.7626, -73.98350000000001 40.7624, -73.98309999999999 40.7622, -73.9829 40.7623, -73.98291 40.762607, -73.9832 40.7628, -73.98350000000001 40.7628))",0.4444444444444444
392,9,15,"POLYGON ((-73.982 40.7614, -73.98295 40.76193, -73.983092 40.761907, -73.98329699999999 40.761517, -73.98331400000001 40.760999, -73.983315 40.760887, -73.9833 40.7608, -73.98324699999999 40.76073, -73.98217 40.76121699999999, -73.982 40.7614))",0.625
393,10,5,"POLYGON ((-73.9846 40.7513, -73.98560000000001 40.7512, -73.9851 40.751, -73.9843 40.7508, -73.9842 40.7508, -73.983671 40.750868, -73.9846 40.7513))",0.3333333333333333
394,27,24,"POLYGON ((-73.985028 40.75056, -73.986267 40.751892, -73.98652800000001 40.751872, -73.98789499999999 40.75066, -73.988101 40.750141, -73.98808100000001 40.749779, -73.987505 40.749612, -73.98520000000001 40.7502, -73.9851 40.7504, -73.985028 40.75056))",0.47058823529411764
395,125,53,"POLYGON ((-73.98253800000001 40.749185, -73.979652 40.75082, -73.981542 40.752534, -73.98203000000001 40.752801, -73.9836 40.7535, -73.98520000000001 40.7536, -73.98565000000001 40.753147, -73.986036 40.752432, -73.98602700000001 40.752285, -73.986 40.7522, -73.98593199999999 40.75199, -73.9838 40.7495, -73.9834 40.7491, -73.9833 40.7491, -73.98253800000001 40.749185))",0.29775280898876405
396,41,57,"POLYGON ((-73.98116800000001 40.763992, -73.9787 40.764, -73.979282 40.76616, -73.979606 40.76625, -73.9817 40.7663, -73.981388 40.764507, -73.9813 40.7641, -73.98116800000001 40.763992))",0.5816326530612245
397,33,24,"POLYGON ((-73.97539999999999 40.7531, -73.9742 40.7524, -73.97412199999999 40.752486, -73.97369999999999 40.7538, -73.9736 40.7545, -73.973972 40.754482, -73.97491600000001 40.753946, -73.9753 40.7533, -73.97539999999999 40.7531))",0.42105263157894735
398,16,9,"POLYGON ((-73.980536 40.753246, -73.981925 40.753243, -73.9819 40.7531, -73.98090000000001 40.7525, -73.9804 40.7525, -73.98011099999999 40.752659, -73.980536 40.753246))",0.36
399,27,12,"POLYGON ((-73.9823 40.7538, -73.9813 40.7535, -73.9807 40.7535, -73.98040300000001 40.753795, -73.98050000000001 40.7547, -73.980552 40.754822, -73.9812 40.7547, -73.9815 40.7545, -73.9823 40.7538))",0.3076923076923077
400,67,49,"POLYGON ((-73.98100000000002 40.761, -73.98260000000001 40.7608, -73.983 40.7594, -73.983052 40.75907, -73.9811 40.7589, -73.980825 40.759067, -73.97933399999999 40.760339, -73.9796 40.7608, -73.97969999999999 40.7609, -73.98100000000002 40.761))",0.4224137931034483
401,223,102,"POLYGON ((-73.9846 40.7575, -73.98489499999999 40.753827, -73.9824 40.7541, -73.9811 40.7552, -73.98090000000001 40.7555, -73.98090000000001 40.7556, -73.981036 40.758555, -73.981972 40.75903, -73.9824 40.7591, -73.9846 40.7575))",0.31384615384615383
402,8,19,"POLYGON ((-73.96703199999999 40.764965, -73.96771 40.763432, -73.96705 40.763139, -73.9667 40.7632, -73.96639999999999 40.7633, -73.966121 40.76476, -73.9663 40.7649, -73.966758 40.764955, -73.96703199999999 40.764965))",0.7037037037037037
403,9,7,"POLYGON ((-73.9829 40.7645, -73.98260000000001 40.7638, -73.9821 40.764, -73.98220000000001 40.7643, -73.98253100000001 40.764498, -73.98280200000001 40.764512, -73.9829 40.7645))",0.4375
404,10,15,"POLYGON ((-73.9713 40.7537, -73.97110000000001 40.7539, -73.971 40.7541, -73.970968 40.75423, -73.9713 40.7545, -73.9718 40.7547, -73.972022 40.75436699999999, -73.97205 40.754285, -73.97202800000001 40.75411500000001, -73.97193100000001 40.753791, -73.97182600000001 40.753766, -73.9713 40.7537))",0.6
405,13,7,"POLYGON ((-73.97969999999999 40.7596, -73.980248 40.75941, -73.9802 40.7591, -73.980006 40.758866, -73.9798 40.7587, -73.9791 40.7585, -73.9787 40.7584, -73.9785 40.7585, -73.97969999999999 40.7596))",0.35
406,1410,1091,"POLYGON ((-73.9833 40.7636, -73.980305 40.752003, -73.9794 40.7501, -73.97929999999999 40.75, -73.978717 40.749775, -73.97839999999999 40.7499, -73.97541899999999 40.751104, -73.974677 40.751725, -73.9725 40.7539, -73.9676 40.7613, -73.96689000000001 40.76647, -73.967252 40.7666, -73.97920000000001 40.7655, -73.9829 40.764, -73.9833 40.7636))",0.43622550979608155
407,41,37,"POLYGON ((-73.9782 40.7502, -73.97629000000001 40.748888, -73.97568299999999 40.748668, -73.9753 40.7491, -73.974735 40.75003, -73.97462 40.750255, -73.97620000000001 40.7509, -73.97669999999999 40.751, -73.9777 40.7507, -73.9782 40.7502))",0.47435897435897434
408,28,31,"POLYGON ((-73.9714 40.7496, -73.97369999999999 40.7512, -73.974305 40.751186, -73.97515 40.750645, -73.9727 40.7492, -73.97259 40.749177, -73.97170699999999 40.74939000000001, -73.97150000000001 40.7495, -73.9714 40.7496))",0.5254237288135594
